Station|Coordinates|Create_Timestamp|City|Conditions|Conditions_Description|Temperature|Min_Temperature|Max_Temperature|Pressure|Humidity|Wind_Speed|Wind_Degrees|Source_Date_Time|City_Id|Update_Timestamp|Record_Delete_Flag
GET|-28.77,114.6|2017-12-10T18:57:36Z|Geraldton|Clouds|scattered clouds|+33.0|+33.0|+33.0|1007.0|31|9.3|190.0|1512889200|2070998|1900-01-01T00:00:00Z|0
LST|-41.45,147.17|2017-12-10T19:35:44Z|Launceston|Clouds|few clouds|+21.0|+21.0|+21.0|1015.0|56|9.3|330.0|1512892800|2160517|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-10T19:35:44Z|Alice Springs|Clear|clear sky|+34.0|+34.0|+34.0|1015.0|6|4.6|170.0|1512892800|2077895|1900-01-01T00:00:00Z|0
WGA|-35.12,147.37|2017-12-10T18:57:36Z|Wagga Wagga|Clear|clear sky|+30.0|+30.0|+30.0|1017.0|25|3.6|250.0|1512889200|2145110|1900-01-01T00:00:00Z|0
TWB|-27.55,151.97|2017-12-10T15:54:36Z|Toowoomba|Clouds|scattered clouds|+28.0|+28.0|+28.0|1017.0|37|3.1|120.0|1512878400|2146268|1900-01-01T00:00:00Z|0
TMW|-31.1,150.93|2017-12-10T18:57:36Z|Tamworth|Clear|clear sky|+30.0|+30.0|+30.0|1017.0|22|5.7|160.0|1512889200|2147497|1900-01-01T00:00:00Z|0
DBO|-32.25,148.62|2017-12-10T14:59:49Z|Dubbo|Clear|clear sky|+29.0|+29.0|+29.0|1019.0|21|2.1|350.0|1512874800|2168305|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-10T15:54:36Z|Caloundra|Clouds|scattered clouds|+26.0|+26.0|+26.0|1017.0|61|7.2|110.0|1512878400|2172710|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-11T00:48:03Z|Darwin|Clear|clear sky|+30.0|+30.0|+30.0|1010.0|74|4.6|340.0|1512912600|2073124|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-10T18:57:36Z|Bunbury|Clouds|broken clouds|+33.16|+33.16|+33.16|1014.72|28|4.18|288.5|1512892378|2075432|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-10T14:59:49Z|Mildura|Clear|clear sky|+25.3|+25.3|+25.3|1028.39|76|2.47|212.5|1512877836|2157698|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-11T00:35:54Z|Canberra|Clear|clear sky|+18.0|+18.0|+18.0|1021.0|77|3.1|120.0|1512910800|2172517|1900-01-01T00:00:00Z|0
BDB|-24.85,152.35|2017-12-10T14:59:49Z|Bundaberg|Clear|clear sky|+25.93|+25.93|+25.93|1029.28|94|9.32|119.5|1512877846|2173323|1900-01-01T00:00:00Z|0
ABX|-36.08,146.92|2017-12-11T00:35:54Z|Albury|Clear|clear sky|+17.83|+17.0|+19.0|1018.0|63|1.07|256.5|1512910800|2178174|2017-12-11T00:48:03Z|1
ABX|-36.08,146.92|2017-12-11T00:48:03Z|Albury|Clear|clear sky|+17.82|+17.0|+19.0|1018.0|63|1.07|256.5|1512910800|2178174|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-11T03:58:43Z|Albany|Clouds|overcast clouds|+19.33|+19.33|+19.33|1011.32|85|2.82|194.0|1512925097|2077963|1900-01-01T00:00:00Z|0
ADL|-34.93,138.6|2017-12-11T02:47:21Z|Adelaide|Clear|clear sky|+16.0|+16.0|+16.0|1020.0|72|1.5|20.0|1512918000|2078025|1900-01-01T00:00:00Z|0
TRO|-31.9,152.47|2017-12-11T01:54:21Z|Taree|Clear|clear sky|+15.0|+15.0|+15.0|1020.0|93|0.92|350.5|1512914400|2147381|1900-01-01T00:00:00Z|0
SYD|-33.87,151.21|2017-12-11T00:35:54Z|Sydney|Clear|clear sky|+19.9|+19.0|+21.0|1021.0|77|5.7|10.0|1512910800|2147714|2017-12-11T00:48:03Z|1
SYD|-33.87,151.21|2017-12-11T00:48:03Z|Sydney|Clear|clear sky|+19.89|+19.0|+21.0|1021.0|77|5.7|10.0|1512910800|2147714|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-10T14:59:49Z|Hobart|Clear|clear sky|+24.0|+24.0|+24.0|1014.0|31|8.2|270.0|1512874800|2163355|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-11T01:54:21Z|Goulburn|Clear|clear sky|+13.77|+13.77|+13.77|971.13|82|0.67|54.0|1512917642|2164837|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-11T02:47:21Z|Broken Hill|Clear|clear sky|+18.37|+18.37|+18.37|1002.18|57|3.67|151.5|1512920838|2173911|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-11T04:10:51Z|Albany|Clouds|overcast clouds|+19.33|+19.33|+19.33|1011.32|85|2.82|194.0|1512925825|2077963|1900-01-01T00:00:00Z|0
BDB|-24.85,152.35|2017-12-11T00:48:03Z|Bundaberg|Clouds|scattered clouds|+24.14|+24.14|+24.14|1028.52|100|8.17|144.0|1512913674|2173323|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-10T18:57:36Z|Broken Hill|Clear|clear sky|+26.56|+26.56|+26.56|1002.31|34|5.48|142.5|1512892402|2173911|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-10T19:35:44Z|Southport|Rain|light rain|+23.0|+23.0|+23.0|1018.0|69|7.2|150.0|1512892800|2148928|1900-01-01T00:00:00Z|0
BNE|-27.47,153.03|2017-12-11T00:35:54Z|Brisbane|Clouds|scattered clouds|+19.95|+19.0|+21.0|1019.0|77|3.1|190.0|1512910800|2174003|2017-12-11T00:48:03Z|1
BNE|-27.47,153.03|2017-12-11T00:48:03Z|Brisbane|Clouds|scattered clouds|+19.94|+19.0|+21.0|1019.0|77|3.1|190.0|1512910800|2174003|1900-01-01T00:00:00Z|0
GET|-28.77,114.6|2017-12-10T15:54:36Z|Geraldton|Clouds|scattered clouds|+37.0|+37.0|+37.0|1008.0|22|10.8|50.0|1512880200|2070998|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-10T15:54:36Z|Darwin|Clouds|scattered clouds|+34.0|+34.0|+34.0|1008.0|59|4.1|320.0|1512880200|2073124|1900-01-01T00:00:00Z|0
TSV|-19.25,146.8|2017-12-11T00:35:54Z|Townsville|Clouds|broken clouds|+27.0|+27.0|+27.0|1014.0|65|4.6|130.0|1512910800|2146142|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-10T19:35:44Z|Cairns|Clouds|few clouds|+29.0|+29.0|+29.0|1011.0|66|10.3|130.0|1512892800|2172797|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-10T15:54:36Z|Mornington|Clouds|few clouds|+23.0|+23.0|+23.0|1021.0|49|4.6|170.0|1512880200|2156878|1900-01-01T00:00:00Z|0
ONG|-38.22,145.03|2017-12-11T02:47:21Z|Mornington|Clear|clear sky|+15.33|+15.0|+16.0|1022.0|77|2.6|210.0|1512918000|2156878|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-11T02:47:21Z|Echuca|Clear|clear sky|+16.12|+16.12|+16.12|1021.71|69|3.47|174.5|1512920836|2167817|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-11T00:48:03Z|Caloundra|Clear|clear sky|+21.0|+21.0|+21.0|1018.0|83|3.6|180.0|1512912600|2172710|1900-01-01T00:00:00Z|0
BWT|-41.07,145.92|2017-12-11T00:48:03Z|Burnie|Clouds|scattered clouds|+15.62|+15.62|+15.62|1030.63|100|7.47|249.5|1512913672|2173125|1900-01-01T00:00:00Z|0
BNE|-27.47,153.03|2017-12-10T14:59:49Z|Brisbane|Clouds|scattered clouds|+28.06|+27.0|+29.0|1017.0|57|6.7|110.0|1512874800|2174003|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-10T14:59:49Z|Darwin|Clouds|scattered clouds|+34.0|+34.0|+34.0|1009.0|52|2.6|280.0|1512874800|2073124|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-11T00:35:54Z|Alice Springs|Clouds|few clouds|+22.0|+22.0|+22.0|1018.0|13|2.6|150.0|1512910800|2077895|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-10T15:54:36Z|Warrnambool|Clear|clear sky|+17.91|+17.91|+17.91|1034.88|86|5.06|234.0|1512881663|2144528|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-11T00:35:54Z|Traralgon|Clear|clear sky|+11.97|+11.97|+11.97|1016.85|98|1.32|277.0|1512912941|2146108|1900-01-01T00:00:00Z|0
CFS|-30.3,153.13|2017-12-11T00:35:54Z|Coffs Harbour|Clouds|broken clouds|+22.0|+22.0|+22.0|1021.0|73|2.6|140.0|1512910800|2171085|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-10T18:57:36Z|Goulburn|Clouds|few clouds|+21.28|+21.28|+21.28|972.08|65|1.98|284.5|1512892386|2164837|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-11T03:58:43Z|Geelong|Clear|clear sky|+15.05|+14.0|+16.0|1021.0|77|2.1|280.0|1512923400|2165798|1900-01-01T00:00:00Z|0
BDB|-24.85,152.35|2017-12-10T18:57:36Z|Bundaberg|Clear|clear sky|+25.26|+25.26|+25.26|1029.72|96|9.08|126.0|1512892150|2173323|1900-01-01T00:00:00Z|0
SYD|-33.87,151.21|2017-12-10T18:57:36Z|Sydney|Clear|clear sky|+26.67|+25.0|+28.0|1019.0|50|9.3|50.0|1512889200|2147714|1900-01-01T00:00:00Z|0
SYD|-33.87,151.21|2017-12-11T01:54:21Z|Sydney|Clear|clear sky|+19.53|+18.0|+21.0|1020.0|82|2.52|4.5|1512916200|2147714|1900-01-01T00:00:00Z|0
PQQ|-31.43,152.92|2017-12-10T15:54:36Z|Port Macquarie|Clear|clear sky|+25.0|+25.0|+25.0|1020.0|47|5.7|110.0|1512878400|2152659|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-11T02:47:21Z|Orange|Clear|clear sky|+13.69|+13.69|+13.69|969.26|87|1.87|48.0|1512920828|2154219|1900-01-01T00:00:00Z|0
TSV|-19.25,146.8|2017-12-10T19:35:44Z|Townsville|Clear|clear sky|+29.0|+29.0|+29.0|1012.0|58|8.2|70.0|1512892800|2146142|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-11T01:54:21Z|Hobart|Clouds|broken clouds|+16.0|+16.0|+16.0|1017.0|55|4.1|330.0|1512914400|2163355|1900-01-01T00:00:00Z|0
DRW|-12.46,130.84|2017-12-11T02:47:21Z|Darwin|Clear|clear sky|+29.0|+29.0|+29.0|1010.0|74|3.1|340.0|1512918000|2073124|1900-01-01T00:00:00Z|0
ROK|-23.38,150.5|2017-12-10T18:57:36Z|Rockhampton|Clouds|broken clouds|+28.0|+28.0|+28.0|1013.0|54|5.7|90.0|1512889200|2151437|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-10T15:54:36Z|Goulburn|Clouds|scattered clouds|+25.16|+25.16|+25.16|971.58|65|2.11|290.0|1512881650|2164837|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-10T14:59:49Z|Echuca|Clear|clear sky|+26.03|+26.03|+26.03|1023.85|57|3.42|237.0|1512877849|2167817|1900-01-01T00:00:00Z|0
BWT|-41.07,145.92|2017-12-11T00:35:54Z|Burnie|Clouds|scattered clouds|+15.62|+15.62|+15.62|1030.63|100|7.47|249.5|1512912943|2173125|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-11T04:10:51Z|Broken Hill|Clear|clear sky|+15.88|+15.88|+15.88|1001.27|66|3.42|167.0|1512925837|2173911|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-11T00:35:54Z|Warrnambool|Clear|clear sky|+14.47|+14.47|+14.47|1033.71|96|2.97|240.5|1512912948|2144528|1900-01-01T00:00:00Z|0
PQQ|-31.43,152.92|2017-12-11T01:54:21Z|Port Macquarie|Clouds|few clouds|+15.0|+15.0|+15.0|1020.0|93|0.87|155.0|1512914400|2152659|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-10T19:35:44Z|Bathurst|Clouds|scattered clouds|+19.41|+19.41|+19.41|940.3|71|0.88|201.0|1512894528|2176632|1900-01-01T00:00:00Z|0
SHQ|-27.97,153.4|2017-12-10T15:54:36Z|Southport|Clouds|scattered clouds|+27.0|+27.0|+27.0|1018.0|57|8.7|150.0|1512878400|2148928|1900-01-01T00:00:00Z|0
CES|-32.83,151.35|2017-12-11T00:48:03Z|Cessnock|Clear|clear sky|+19.0|+19.0|+19.0|1020.0|82|2.6|70.0|1512912600|2171845|1900-01-01T00:00:00Z|0
HBA|-42.88,147.33|2017-12-11T00:48:03Z|Hobart|Clouds|broken clouds|+16.0|+16.0|+16.0|1017.0|55|4.1|340.0|1512912600|2163355|1900-01-01T00:00:00Z|0
BNE|-27.47,153.03|2017-12-11T04:10:51Z|Brisbane|Rain|shower rain|+18.39|+17.0|+20.0|1017.0|82|3.1|190.0|1512921600|2174003|1900-01-01T00:00:00Z|0
BNE|-27.47,153.03|2017-12-11T03:58:43Z|Brisbane|Rain|shower rain|+18.4|+17.0|+20.0|1017.0|82|3.1|190.0|1512921600|2174003|2017-12-11T04:18:29Z|1
BNE|-27.47,153.03|2017-12-11T04:18:29Z|Brisbane|Rain|shower rain|+18.39|+17.0|+20.0|1017.0|82|3.1|190.0|1512921600|2174003|1900-01-01T00:00:00Z|0
BNE|-27.47,153.03|2017-12-11T01:54:21Z|Brisbane|Clear|clear sky|+19.41|+18.0|+21.0|1018.0|77|3.1|190.0|1512914400|2174003|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-10T19:35:44Z|Wollongong|Clear|clear sky|+23.3|+23.0|+24.0|1019.0|57|9.3|50.0|1512892800|2171507|1900-01-01T00:00:00Z|0
CNS|-16.92,145.77|2017-12-10T15:54:36Z|Cairns|Clouds|few clouds|+32.0|+32.0|+32.0|1010.0|52|9.3|120.0|1512878400|2172797|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-11T02:47:21Z|Wollongong|Clear|clear sky|+17.95|+16.0|+20.0|1020.0|82|2.1|310.0|1512918000|2171507|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-10T14:59:49Z|Canberra|Clear|clear sky|+26.0|+26.0|+26.0|1021.0|29|5.1|330.0|1512874800|2172517|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-11T00:48:03Z|Bathurst|Clouds|few clouds|+12.39|+12.39|+12.39|938.95|90|0.92|106.5|1512913654|2176632|1900-01-01T00:00:00Z|0
NTL|-32.93,151.78|2017-12-10T19:35:44Z|Newcastle|Clear|clear sky|+23.0|+23.0|+23.0|1020.0|60|5.7|90.0|1512892800|2155472|1900-01-01T00:00:00Z|0
MKY|-21.15,149.2|2017-12-11T00:48:03Z|Mackay|Clouds|scattered clouds|+26.0|+26.0|+26.0|1015.0|74|6.7|110.0|1512910800|2159220|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-11T01:54:21Z|Roebourne|Clear|clear sky|+24.09|+24.09|+24.09|1011.9|64|4.47|266.0|1512917651|2062276|1900-01-01T00:00:00Z|0
PQQ|-31.43,152.92|2017-12-11T02:47:21Z|Port Macquarie|Clouds|few clouds|+14.0|+14.0|+14.0|1019.0|100|0.87|155.0|1512918000|2152659|1900-01-01T00:00:00Z|0
GEX|-38.15,144.36|2017-12-10T18:57:36Z|Geelong|Clear|clear sky|+20.7|+20.0|+21.0|1021.0|68|6.7|180.0|1512889200|2165798|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-11T00:35:54Z|Roebourne|Clear|clear sky|+24.09|+24.09|+24.09|1011.9|64|4.47|266.0|1512912944|2062276|1900-01-01T00:00:00Z|0
ROK|-23.38,150.5|2017-12-11T00:35:54Z|Rockhampton|Clouds|few clouds|+24.0|+24.0|+24.0|1016.0|78|3.6|110.0|1512910800|2151437|1900-01-01T00:00:00Z|0
DBO|-32.25,148.62|2017-12-11T02:47:21Z|Dubbo|Clear|clear sky|+21.0|+21.0|+21.0|1018.0|52|5.1|100.0|1512918000|2168305|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-10T19:35:44Z|Traralgon|Clear|clear sky|+17.81|+17.81|+17.81|1017.8|64|1.98|236.5|1512894825|2146108|1900-01-01T00:00:00Z|0
LST|-41.45,147.17|2017-12-11T00:48:03Z|Launceston|Clouds|few clouds|+11.0|+11.0|+11.0|1017.0|81|3.6|340.0|1512912600|2160517|1900-01-01T00:00:00Z|0
LST|-41.45,147.17|2017-12-11T01:54:21Z|Launceston|Clouds|few clouds|+10.0|+10.0|+10.0|1017.0|87|4.1|350.0|1512914400|2160517|1900-01-01T00:00:00Z|0
BWT|-41.07,145.92|2017-12-10T15:54:36Z|Burnie|Clear|clear sky|+17.91|+17.91|+17.91|1030.42|92|8.31|266.5|1512881658|2173125|1900-01-01T00:00:00Z|0
BHQ|-31.95,141.43|2017-12-10T19:35:44Z|Broken Hill|Clear|clear sky|+26.56|+26.56|+26.56|1002.31|34|5.48|142.5|1512894834|2173911|1900-01-01T00:00:00Z|0
BHS|-33.42,149.58|2017-12-11T04:10:51Z|Bathurst|Clear|clear sky|+10.83|+10.83|+10.83|938.69|88|0.97|37.0|1512925809|2176632|1900-01-01T00:00:00Z|0
TMW|-31.1,150.93|2017-12-11T00:48:03Z|Tamworth|Clear|clear sky|+21.0|+21.0|+21.0|1020.0|56|4.6|100.0|1512912600|2147497|1900-01-01T00:00:00Z|0
NTL|-32.93,151.78|2017-12-10T18:57:36Z|Newcastle|Clear|clear sky|+24.0|+24.0|+24.0|1019.0|53|6.7|100.0|1512889200|2155472|1900-01-01T00:00:00Z|0
CBR|-35.28,149.13|2017-12-11T02:47:21Z|Canberra|Clear|clear sky|+15.0|+15.0|+15.0|1021.0|87|3.1|120.0|1512918000|2172517|1900-01-01T00:00:00Z|0
PER|-31.93,115.83|2017-12-11T03:58:43Z|Perth|Clear|clear sky|+21.0|+21.0|+21.0|1010.0|73|2.1|90.0|1512923400|2063523|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-11T02:47:21Z|Alice Springs|Clouds|few clouds|+20.0|+20.0|+20.0|1017.0|16|3.22|136.5|1512918000|2077895|1900-01-01T00:00:00Z|0
ADL|-34.93,138.6|2017-12-10T19:35:44Z|Adelaide|Clear|clear sky|+23.0|+23.0|+23.0|1020.0|53|6.2|210.0|1512891000|2078025|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-11T01:54:21Z|Mildura|Clear|clear sky|+16.97|+16.97|+16.97|1025.76|60|3.07|198.0|1512917643|2157698|1900-01-01T00:00:00Z|0
ARM|-30.52,151.65|2017-12-11T03:58:43Z|Armidale|Clear|clear sky|+6.16|+6.16|+6.16|928.48|89|0.87|123.0|1512925090|2177671|1900-01-01T00:00:00Z|0
OOL|-28.0,153.43|2017-12-10T18:57:36Z|Gold Coast|Clouds|scattered clouds|+24.0|+24.0|+24.0|1017.0|64|8.2|150.0|1512889200|2165087|1900-01-01T00:00:00Z|0
DPO|-41.17,146.35|2017-12-10T19:35:44Z|Devonport|Clouds|scattered clouds|+16.86|+16.86|+16.86|994.13|59|3.63|264.5|1512894756|2168943|1900-01-01T00:00:00Z|0
RBU|-20.78,117.13|2017-12-11T00:48:03Z|Roebourne|Clear|clear sky|+24.09|+24.09|+24.09|1011.9|64|4.47|266.0|1512913673|2062276|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-11T00:48:03Z|Alice Springs|Clouds|few clouds|+22.0|+22.0|+22.0|1018.0|13|0.5|90.0|1512912600|2077895|1900-01-01T00:00:00Z|0
OAG|-33.28,149.1|2017-12-11T00:48:03Z|Orange|Clear|clear sky|+13.69|+13.69|+13.69|969.26|87|1.87|48.0|1512913671|2154219|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-11T00:35:54Z|Mildura|Clear|clear sky|+16.97|+16.97|+16.97|1025.76|60|3.07|198.0|1512912936|2157698|1900-01-01T00:00:00Z|0
CFS|-30.3,153.13|2017-12-10T14:59:49Z|Coffs Harbour|Clouds|broken clouds|+26.0|+26.0|+26.0|1020.0|61|6.7|150.0|1512874800|2171085|1900-01-01T00:00:00Z|0
BDB|-24.85,152.35|2017-12-11T01:54:21Z|Bundaberg|Clouds|scattered clouds|+24.14|+24.14|+24.14|1028.52|100|8.17|144.0|1512917652|2173323|1900-01-01T00:00:00Z|0
ABX|-36.08,146.92|2017-12-10T18:57:36Z|Albury|Clear|clear sky|+29.4|+29.0|+30.0|1017.0|30|3.6|240.0|1512889200|2178174|1900-01-01T00:00:00Z|0
GET|-28.77,114.6|2017-12-11T03:58:43Z|Geraldton|Clouds|scattered clouds|+24.0|+24.0|+24.0|1007.0|69|4.6|190.0|1512923400|2070998|1900-01-01T00:00:00Z|0
MKY|-21.15,149.2|2017-12-11T00:35:54Z|Mackay|Clouds|broken clouds|+26.0|+26.0|+26.0|1015.0|74|6.2|110.0|1512907200|2159220|1900-01-01T00:00:00Z|0
TRO|-31.9,152.47|2017-12-10T15:54:36Z|Taree|Clear|clear sky|+25.0|+25.0|+25.0|1020.0|47|5.7|110.0|1512878400|2147381|1900-01-01T00:00:00Z|0
MQL|-34.2,142.15|2017-12-11T00:48:03Z|Mildura|Clear|clear sky|+16.97|+16.97|+16.97|1025.76|60|3.07|198.0|1512913664|2157698|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-10T18:57:36Z|Albany|Clouds|scattered clouds|+31.61|+31.61|+31.61|1012.2|28|5.73|188.5|1512892391|2077963|1900-01-01T00:00:00Z|0
NOA|-34.88,150.6|2017-12-11T00:48:03Z|Nowra|Clear|clear sky|+16.0|+16.0|+16.0|1020.0|93|3.1|210.0|1512910800|2154787|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-11T00:48:03Z|Traralgon|Clear|clear sky|+11.97|+11.97|+11.97|1016.85|98|1.32|277.0|1512913671|2146108|1900-01-01T00:00:00Z|0
TSV|-19.25,146.8|2017-12-11T01:54:21Z|Townsville|Clouds|broken clouds|+26.0|+26.0|+26.0|1013.0|69|4.1|130.0|1512914400|2146142|1900-01-01T00:00:00Z|0
WOL|-34.43,150.88|2017-12-11T01:54:21Z|Wollongong|Clear|clear sky|+18.44|+16.0|+21.0|1020.0|73|3.1|350.0|1512914400|2171507|1900-01-01T00:00:00Z|0
CES|-32.83,151.35|2017-12-10T18:57:36Z|Cessnock|Clear|clear sky|+24.0|+24.0|+24.0|1019.0|53|6.7|100.0|1512889200|2171845|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-11T01:54:21Z|Bendigo|Clear|clear sky|+15.49|+15.49|+15.49|1013.44|74|3.87|170.0|1512917635|2176187|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-10T19:35:44Z|Bunbury|Clouds|broken clouds|+33.16|+33.16|+33.16|1014.72|28|4.18|288.5|1512894811|2075432|1900-01-01T00:00:00Z|0
BUY|-33.33,115.63|2017-12-11T00:48:03Z|Bunbury|Clear|clear sky|+24.47|+24.47|+24.47|1014.33|44|6.57|164.5|1512913655|2075432|1900-01-01T00:00:00Z|0
TRO|-31.9,152.47|2017-12-11T02:47:21Z|Taree|Clear|clear sky|+14.0|+14.0|+14.0|1019.0|100|0.92|350.5|1512918000|2147381|1900-01-01T00:00:00Z|0
WYA|-33.03,137.58|2017-12-11T00:35:54Z|Whyalla|Clear|clear sky|+21.0|+21.0|+21.0|1021.0|68|3.6|210.0|1512910800|2058430|1900-01-01T00:00:00Z|0
TGN|-38.18,146.53|2017-12-11T03:58:43Z|Traralgon|Clouds|scattered clouds|+11.26|+11.26|+11.26|1016.59|99|1.32|276.5|1512925098|2146108|1900-01-01T00:00:00Z|0
TMW|-31.1,150.93|2017-12-10T14:59:49Z|Tamworth|Clear|clear sky|+29.0|+29.0|+29.0|1019.0|23|4.6|80.0|1512874800|2147497|1900-01-01T00:00:00Z|0
ECH|-36.13,144.75|2017-12-11T04:10:51Z|Echuca|Clear|clear sky|+14.21|+14.21|+14.21|1021.54|78|3.02|172.0|1512925835|2167817|1900-01-01T00:00:00Z|0
TSV|-19.25,146.8|2017-12-11T03:58:43Z|Townsville|Clouds|scattered clouds|+26.0|+26.0|+26.0|1012.0|69|4.6|120.0|1512921600|2146142|1900-01-01T00:00:00Z|0
TMW|-31.1,150.93|2017-12-11T02:47:21Z|Tamworth|Clear|clear sky|+19.0|+19.0|+19.0|1019.0|63|3.6|110.0|1512918000|2147497|1900-01-01T00:00:00Z|0
GLT|-23.85,151.25|2017-12-11T04:10:51Z|Gladstone|Clear|clear sky|+19.91|+19.91|+19.91|1014.0|95|4.67|142.5|1512925822|2165478|1900-01-01T00:00:00Z|0
CFS|-30.3,153.13|2017-12-10T15:54:36Z|Coffs Harbour|Clouds|few clouds|+26.0|+26.0|+26.0|1020.0|57|6.2|160.0|1512878400|2171085|1900-01-01T00:00:00Z|0
CFS|-30.3,153.13|2017-12-11T00:48:03Z|Coffs Harbour|Clouds|broken clouds|+22.0|+22.0|+22.0|1020.0|73|3.1|140.0|1512912600|2171085|1900-01-01T00:00:00Z|0
GET|-28.77,114.6|2017-12-11T00:35:54Z|Geraldton|Clear|clear sky|+25.0|+25.0|+25.0|1008.0|65|6.7|160.0|1512910800|2070998|1900-01-01T00:00:00Z|0
WMB|-38.38,142.48|2017-12-10T14:59:49Z|Warrnambool|Clear|clear sky|+18.1|+18.1|+18.1|1035.36|88|5.07|244.5|1512877848|2144528|1900-01-01T00:00:00Z|0
TSV|-19.25,146.8|2017-12-10T15:54:36Z|Townsville|Clear|clear sky|+31.0|+31.0|+31.0|1011.0|55|10.3|60.0|1512878400|2146142|1900-01-01T00:00:00Z|0
ISA|-20.73,139.5|2017-12-11T00:35:54Z|Mount Isa|Clear|clear sky|+32.0|+32.0|+32.0|1012.0|11|3.6|170.0|1512910800|2065594|1900-01-01T00:00:00Z|0
ASP|-23.7,133.88|2017-12-10T15:54:36Z|Alice Springs|Clear|clear sky|+33.0|+33.0|+33.0|1017.0|7|5.1|140.0|1512878400|2077895|1900-01-01T00:00:00Z|0
ALH|-35.02,117.89|2017-12-10T14:59:49Z|Albany|Clear|clear sky|+34.85|+34.85|+34.85|1012.91|30|2.87|351.5|1512877840|2077963|1900-01-01T00:00:00Z|0
MGB|-37.83,140.77|2017-12-11T03:58:43Z|Mount Gambier|Clear|clear sky|+9.48|+9.48|+9.48|1027.37|90|1.02|183.0|1512925108|2156643|1900-01-01T00:00:00Z|0
GUL|-34.75,149.72|2017-12-11T02:47:21Z|Goulburn|Clear|clear sky|+13.77|+13.77|+13.77|971.13|82|0.67|54.0|1512920821|2164837|1900-01-01T00:00:00Z|0
CUD|-26.8,153.13|2017-12-11T01:54:21Z|Caloundra|Clear|clear sky|+21.0|+21.0|+21.0|1018.0|77|3.1|190.0|1512914400|2172710|1900-01-01T00:00:00Z|0
BXG|-36.77,144.28|2017-12-11T03:58:43Z|Bendigo|Clear|clear sky|+12.76|+12.76|+12.76|1013.19|91|3.32|173.5|1512925085|2176187|1900-01-01T00:00:00Z|0
ABX|-36.08,146.92|2017-12-11T04:10:51Z|Albury|Clear|clear sky|+14.78|+14.0|+16.0|1017.0|77|0.77|214.5|1512921600|2178174|1900-01-01T00:00:00Z|0
